,Question,Answer,Source
1730,BRAC campus central cafeteria hygiene inspection committee regular vendor audit kore?,"Yes, food safety officers audit kitchen cleanliness, food storage temperature, and ingredient quality weekly.",https://www.bracu.ac.bd/student-life/facilities
1731,BRAC campus express shuttle bus student ID card scanning ticket system use kore?,Shuttle transport access requires showing or scanning a valid student ID card prior to boarding.,https://www.bracu.ac.bd/student-life/facilities
1732,BRAC campus multi-purpose gymnasium indoor sports court booking system active?,"Yes, students can reserve indoor badminton, table tennis, and basketball court slots through the sports office.",https://www.bracu.ac.bd/student-life
1733,BRAC campus female restrooms automated sanitary napkin vending dispenser installed?,"Yes, automated sanitary pad dispensers are located in designated female restrooms across campus floors.",https://www.bracu.ac.bd/student-life/facilities
1734,BRAC campus emergency evacuation fire exit stairwells smoke pressurization system installed?,"Yes, fire exit staircases feature pressurization fans to prevent smoke accumulation during emergency evacuations.",https://www.bracu.ac.bd/academics/offices/office-proctor
1735,BRAC campus security Lost & Found section unclaimed items koto months archive-e rakhe?,Unclaimed items are cataloged and retained at the Proctor's Lost & Found desk for 3 months before disposal.,https://www.bracu.ac.bd/academics/offices/office-proctor
1736,BRAC campus multi-bank ATM booth 24/7 cash withdrawal service provide kore?,"Yes, secure on-campus multi-bank ATM booths operate round-the-clock for student financial transactions.",https://www.bracu.ac.bd/student-life/facilities
1737,BRAC campus IT Helpdesk student laptop Wi-Fi / Eduroam configuration assist kore?,"Yes, IT staff assist students in setting up Eduroam and secure university Wi-Fi profiles on personal laptops.",https://buconnect.bracu.ac.bd
1738,BRAC campus universal accessibility ramps and express elevator priority system active?,"Yes, wheel-chair accessible ramps, tactile flooring, and priority elevators support inclusive campus navigation.",https://www.bracu.ac.bd/student-life/facilities
1739,BRAC campus auditorium high-definition digital LED display screen host kore?,"Yes, the main campus auditorium features a state-of-the-art ultra-HD LED backdrop screen and surround audio.",https://www.bracu.ac.bd/student-life/facilities
1740,BRAC campus prayer room separate male ar female ablution areas maintain kore?,"Yes, dedicated male and female prayer halls feature separate, hygienic wudu (ablution) facilities.",https://www.bracu.ac.bd/student-life/facilities
1741,BRAC OCSAR corporate HR career grooming resume workshop organize kore?,"Yes, OCSAR regularly invites industry HR professionals to conduct resume writing and interview masterclasses.",https://www.bracu.ac.bd/ocsar
1742,BRAC Robotics Club (ROBU) autonomous rover hardware competition team build kore?,"Yes, ROBU designs and builds autonomous rovers for international robotics challenges like the University Rover Challenge.",https://www.bracu.ac.bd/clubs
1743,BRAC Debate Club (BUDC) inter-university debate tournament 'BRACU IV' host kore?,"Yes, BUDC hosts the prestigious annual BRACU Inter-Varsity (IV) debate tournament attracting national teams.",https://www.bracu.ac.bd/clubs
1744,BRAC Computer Club (BUCC) competitive programming bootcamp season-wise run kore?,"Yes, BUCC conducts multi-week competitive programming bootcamps for beginners and advanced problem solvers.",https://www.bracu.ac.bd/clubs
1745,BRAC Business Club (BIZBEE) national marketing competition 'Creopreneur' host kore?,"Yes, BIZBEE organizes flagship marketing and business strategy competitions involving universities nationwide.",https://www.bracu.ac.bd/clubs
1746,BRAC Social Welfare Club (MONON) flood relief distribution campaign launch kore?,"Yes, MONON mobilizes student volunteers and funds to conduct disaster relief drives during national flooding emergencies.",https://www.bracu.ac.bd/clubs
1747,BRAC Film Club (BUFC) 48-hour short film making challenge organize kore?,"Yes, BUFC hosts rapid filmmaking challenges where student teams produce short films within 48 hours.",https://www.bracu.ac.bd/clubs
1748,BRAC Cultural Club (BUCC) Pohela Boishakh cultural rally and carnival host kore?,"Yes, the Cultural Club leads annual Pohela Boishakh celebrations featuring traditional musical galas and fairs.",https://www.bracu.ac.bd/clubs
1749,BRAC IEEE Student Branch Women in Engineering (WIE) STEM leadership summit run kore?,"Yes, IEEE WIE BRACU organizes summits encouraging female leadership in technology, engineering, and research.",https://www.bracu.ac.bd/clubs
1750,BRAC Alumni Association global directory portal alumni-der connect rakhte assist kore?,"Yes, the official BRACU Alumni Network portal connects graduates worldwide for professional networking and mentorship.",https://alumni.bracu.ac.bd
1751,BRAC e Connect portal-e student-der major declaration history log tracking system dekha jay?,"Yes, students can view their historical department change and major declaration logs under their Connect profile.",https://connect.bracu.ac.bd
1752,BRAC e Connect portal-e course advising time slot miss korle late fee automated generate hoy?,"No, missing an advising slot does not generate a fine, but students must register during the open or late advising window.",https://connect.bracu.ac.bd
1753,BRAC e Connect portal-e advising time slot start howl-er shaathe email notification alert ase?,"Yes, system alerts are sent to the student's g.bracu.ac.bd email when their assigned advising time slot opens.",https://connect.bracu.ac.bd
1754,BRAC e institutional email g.bracu.ac.bd address-e 2-Factor Authentication (2FA) mandatory?,"Yes, Google Workspace enterprise security enforces mandatory 2-Factor Authentication for all student accounts.",https://buconnect.bracu.ac.bd
1755,BRAC e student ID smart card demagnetized or damaged hole re-issuance processing time koto?,Replacement RFID smart cards are issued by the Registrar's Office within 3 to 5 business days after fee clearance.,https://www.bracu.ac.bd/academics/offices/office-registrar
1756,BRAC e Connect portal-e exam clash report submit korle Controller Office real-time status update kore?,"Yes, students can track whether their exam clash report has been reviewed or rescheduled on the Connect portal.",https://connect.bracu.ac.bd
1757,BRAC campus Wi-Fi connectivity login credentials reset IT Helpdesk desk visit kora lage?,Students can reset Wi-Fi passwords online via the IT Support portal or visit the ground-floor IT Helpdesk.,https://buconnect.bracu.ac.bd
1758,BRAC e LMS portal-e instructor assignment file submission deadline timestamp track hoy?,"Yes, the portal automatically logs exact submission timestamps and marks assignments submitted past the deadline as 'Late'.",https://buconnect.bracu.ac.bd
1759,BRAC e Turnitin Similarity Index report generated profile view student account-e enabled?,"Yes, students can view Turnitin originality reports and similarity percentages directly under their assignment portal submission.",https://library.bracu.ac.bd
1760,BRAC e OpenAthens library account off-campus database access auto-expire hoy duration koto?,OpenAthens credentials remain active as long as the student maintains registered active enrollment status at the university.,https://library.bracu.ac.bd
1761,BRAC e Connect portal-e course pre-registration time window miss korle advising lock thake?,Missing pre-registration places the student in the general advising slot where course options depend on remaining seat capacity.,https://connect.bracu.ac.bd
1762,BRAC e Connect portal-e grade point average (GPA) transcript projection module available?,"Yes, students can use the degree audit tracker to project future CGPA scenarios based on current term estimated grades.",https://connect.bracu.ac.bd
1763,BRAC e student g.bracu.ac.bd Google Workspace account storage quota limit reach hole alert mail ase?,"Yes, automated warnings are sent when storage usage approaches full capacity, prompting cloud backup or cleanup.",https://buconnect.bracu.ac.bd
1764,BRAC e IT Helpdesk hardware diagnostic support student personal laptop software corruption-e dey?,"IT Helpdesk assists with university network configurations, portal access, and official software installations, but not hardware repairs.",https://buconnect.bracu.ac.bd
