ID,Category,Question (Banglish),Answer (English),Source Reliability,Time-Sensitive,Split,Source / Notes
895,Thesis and Internship,Thesis project er majhe ekjon student ki group switch korte pare?,"Yes you can, but your marks will be deducted. If you change during Pre Thesis 1: 2 marks, Pre Thesis 2: 3 marks, Final Thesis: 5 marks.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
896,Thesis and Internship,Thesis report er jonno maximum allowable plagiarism koto?,"Less than or equal to 15%, verified through Turnitin.","Medium (internal dataset, not independently re-verified)",Yes,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
897,Thesis and Internship,Thesis shuru korte hole CGPA koto lagbe?,CGPA equal to or above 3.0.,"Medium (internal dataset, not independently re-verified)",No,test,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, not template-generated - genuine Bangla-English code-switching, not mechanical translation.]"
898,Thesis and Internship,Thesis submission ar defense er ekhonkar deadline ki?,"Thesis submission and defense deadlines are set fresh each semester by the CSE Thesis Committee and shared with enrolled thesis students via a deadline sheet. Check with your thesis coordinator or department for the current semester's exact dates, since these change every term.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
899,Thesis and Internship,Thesis/internship e koto credit thake?,Thesis/Intership contains a total of 4 credits.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset (compiled by S) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
900,Thesis and Internship,Thesis/project er jonno group member minimum ar maximum koyjon lagbe?,A thesis/project group must have a minimum of 1 member and a maximum of 5 members.,"Medium (internal dataset, not independently re-verified)",No,test,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
901,Thesis and Internship,Thesis/project/internship shuru korte minimum credit koto lagbe?,"Students need a minimum of 75 completed credits to start a thesis, project, or internship.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
902,Transportation and Bus Services,Amar taka hariye gele ar fare pay korte na parle ki hoy?,The student must inform the transport authority and make the payment at a later time.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
903,Transportation and Bus Services,Amar vehicle ta kothay park korte hobe?,You can park your vehicle at basement-2.,"Medium (internal dataset, not independently re-verified)",No,test,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
904,Transportation and Bus Services,Ami ki amar shathe commute korte ekjon guardian ke niye jete pari?,"Unfortunately no, The bus is for transporting students only. The passengers should display individual ID cards prior to boarding.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
905,Transportation and Bus Services,Ami ki bKash diye pay korte pari?,"Yes, but only for Route-02 (Mirpur-A).","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
906,Transportation and Bus Services,Ami ki fare cash e pay korte pari?,"Yes, students must pay in cash to the service attendants.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
907,Transportation and Bus Services,Ami koto shomoy campus e amar vehicle park korte pari?,As long as you're paying the parking fee,"Medium (internal dataset, not independently re-verified)",Yes,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
908,Transportation and Bus Services,Ashche semester gula te transport schedule change hobe ki?,The transport schedule is subject to change based on academic schedules and operational needs. Updated schedules will be communicated by the university.,"Medium (internal dataset, not independently re-verified)",Yes,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
909,Transportation and Bus Services,Bashundhara route e round trip er fare koto?,BDT 100 per round trip.,"Medium (internal dataset, not independently re-verified)",Yes,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
910,Transportation and Bus Services,Bashundhara route e single trip er fare koto?,A single trip on the Bashundhara route costs BDT 50.,"Medium (internal dataset, not independently re-verified)",Yes,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
911,Transportation and Bus Services,Bashundhara route er fare koto?,"For each trip on the Bashundhara route, the fare for each passenger is BDT 50 (Taka Fifty Only). For round trip (coming and going), it is BDT 100 (Taka One Hundred Only).","Medium (internal dataset, not independently re-verified)",Yes,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
912,Transportation and Bus Services,Beshirbhag route e round trip er fare koto?,BDT 200 per round trip.,"Medium (internal dataset, not independently re-verified)",Yes,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
913,Transportation and Bus Services,Beshirbhag route e single trip er fare koto?,"On most routes, a single trip costs BDT 100.","Medium (internal dataset, not independently re-verified)",Yes,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
914,Transportation and Bus Services,BRAC University bus e uthte amake ki ID dekhate hobe?,Passengers must display their individual student ID card before boarding. New students who don't yet have their ID card can show a photocopy of their payment/registration receipt instead.,High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University official Students' Transport Service notices and schedules (bracu.ac.bd/students-transport-service) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
915,Transportation and Bus Services,BRAC University bus gula safety er jonno track kora hoy ki?,"Yes, all BRAC University student transport buses are under GPS coverage as part of the service's safety measures.",Medium (secondary/third-party source),No,train,"BRAC University Students' Transport Service notices [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
916,Transportation and Bus Services,BRAC University bus service er general safety ar conduct rules ki ki?,"Passengers should arrive at the designated stop at least 5 minutes before the scheduled pickup time (buses leave on time and seats are first-come, first-served), only board/alight at designated stoppages, avoid disturbing the driver (using headphones for music), and never throw anything in or out of the bus. All buses are under GPS tracking, and the university reserves the right to change any route, stoppage, schedule, or fare at any time.",High (cites bracu.ac.bd or an official PDF directly),Yes,train,"BRAC University official Students' Transport Service notices and schedules (bracu.ac.bd/students-transport-service) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
